Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF ,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,RES
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,191,694,3,63,3,69,780,72,517576,48,847,26,260
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,244,737,3,2,2,16,915,44,610009,46,992,75,358
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,162,584,3,6,3,12,949,69,409959,24,986,21,227
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,223,823,3,69,3,48,1390,34,3478908,44,1476,4,311
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,212,700,3,3,2,72,721,75,558858,15,809,59,299
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,216,758,3,51,2,88,1057,31,1016587,1130,59,1004132,301
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,152,526,3,46,2,46,752,3,645175,66,840,51,207
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,247,864,3,5,2,3,729,6,504485,9,796,81,343
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,241,754,3,13,2,82,817,18,1830119,51,845,24,344
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,205,765,3,73,3,65,519,540537,73,733,76,607086,291
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,256,938,3,66,3,57,1036,6,929813,41,1101,12,361
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,192,644,3,35,2,72,1206,8,1278491,65,1244,99,275
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,228,730,3,2,2,55,688,62,391922,58,747,65,320
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102028,Igapó,1,0,119,391,3,29,2,63,839,57,811817,31,1009,18,168
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,243,940,3,87,2,78,452,49,181911,22,558,14,333
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,326,1067,3,27,2,49,630,1,297501,23,705,78,466
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,408,1501,3,68,3,42,450,42,124727,76,498,2,563
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,436,1497,3,43,2,73,391,16,206029,99,494,34,623
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,238,814,3,42,2,65,394,38,255455,2,542,56,338
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,277,1042,3,76,2,81,516,13,126834,24,562,87,381
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,255,877,3,44,2,2,616,14,333325,26,674,32,356
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,269,895,3,33,2,3,664,27,216150,3,726,38,390
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,207,746,3,6,1,95,555,86,487467,23,737,58,293
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,162,548,3,38,1,89,710,89,419110,1,742,99,232
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,232,745,3,21,2,47,739,75,579631,85,769,61,334
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,208,741,3,56,2,82,580,76,194362,2,629,16,281
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,227,739,3,26,2,24,996,43,1687066,61,1077,1,325
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,185,619,3,35,2,15,794,78,479801,97,826,4,258
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,273,971,3,56,2,22,621,4,527955,95,771,1,375
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,236,810,3,43,2,33,1031,75,2374749,99,1082,19,341
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,241,780,3,24,2,76,735,69,313452,21,764,23,342
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,241,770,3,2,2,48,633,91,304647,68,752,58,344
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,202,690,3,42,2,81,893,34,464800,37,930,18,285
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,252,915,3,63,2,18,744,4,442396,89,848,81,353
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,242,819,3,38,2,11,732,5,2782848,4,877,1,350
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,245,856,3,49,2,72,666,99,247961,44,760,6,351
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,194,698,3,6,2,88,633,61,293768,12,706,44,276
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,206,811,3,94,3,18,806,2,475607,67,830,2,270
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,395,1363,3,45,2,89,782,46,2160420,22,833,8,536
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,171,590,3,45,2,25,961,75,487568,4,1040,89,241
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,182,637,3,5,2,25,1018,93,566562,51,1071,94,246
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,242,767,3,17,2,3,844,49,1445580,97,1006,73,334
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,361,1246,3,45,2,49,814,97,496583,84,919,39,514
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,190,609,3,21,2,42,814,18,851640,25,878,94,288
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,304,1079,3,55,2,86,1504,74,2128412,86,1616,4,422
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,186,587,3,16,2,76,662,54,401107,96,760,7,277
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,401,1385,3,45,3,555,83,196956,67,617,41,180710,549
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,177,613,3,46,2,36,825,98,844567,82,859,99,250
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,113,369,3,27,1,52,586,32,156483,17,662,54,158
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,214,788,3,68,3,1,589,11,228356,38,704,3,302
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,327,1112,3,4,2,42,614,85,475461,22,744,65,452
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,216,719,3,33,2,66,745,69,408948,56,826,386541,298
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,165,582,3,53,2,4,923,23,836255,21,1015,55,221
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,183,645,3,52,1,95,1047,91,791895,4,1141,48,244
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,198,649,3,28,1,93,1130,16,1037387,85,1196,64,281
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102032,Salinas,1,0,108,374,3,46,3,13,436,2,227091,6,611,82,151
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,249,828,3,33,2,66,751,45,379194,7,789,5,363
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,202,692,3,43,2,75,621,14,255722,11,712,9,289
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,0,254,927,3,65,2,96,394,25,174396,84,589,5,351
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102031,Potengi,1,0,328,1104,3,37,2,1,916,13,796352,2,985,21,462
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,291,994,3,42,2,35,619,51,160733,88,670,17,397
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,388,1433,3,69,3,3,606,59,217145,87,664,85,537
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,360,1274,3,54,2,38,574,44,118365,29,617,3,502
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,375,1348,3,59,3,7,496,33,123845,86,589,92287,517
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,273,1050,3,85,4,4,518,93,123205,1,566,67,365
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,261,942,3,61,3,19,357,46,152686,48,464,16,359
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,0,303,1115,3,68,2,87,376,21,133441,89,499,96,416
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,196,693,3,54,2,71,619,63,222293,39,682,29,290
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,296,1057,3,57,2,98,693,95,952113,98,725,83,427
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,181,657,3,63,3,8,568,24,103237,12,615,88,249
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102029,Nossa Senhora da Apresentação,1,1,220,785,3,57,2,25,546,71,224957,27,607,45,311
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,314,1142,3,64,2,92,587,9,298862,29,725,78,436
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,265,884,3,34,2,23,644,96,287028,44,718,13,383
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,283,981,3,47,2,88,482,23,1512613,51,628,9,404
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,0,172,553,3,22,1,85,744,24,409932,35,800,6,245
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,284,962,3,39,3,11,812,32,917989,6,894,19,403
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,381,1307,3,43,2,9,678,66,452773,45,798,5,531
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,229,782,3,41,2,27,875,4,1581855,82,968,4,315
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,1,373,1305,3,5,2,25,679,65,490971,26,743,43,513
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,0,257,865,3,37,2,58,969,48,597458,89,1148,18,365
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102034,Pajuçara,1,0,407,1413,3,47,2,6,825,83,418971,59,853,8,566
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,140,595,4,25,3,61,419,35,158074,63,514,99,188
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,82,320,3,9,5,25,410,4,102245,58,517,74,111
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,1,123,481,3,91,3,59,608,96,259538,96,634,76,165
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,1,63,211,3,35,3,1,230,73,72729,23,427,53,93
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102033,Lagoa Azul,1,1,201,716,3,56,3,26,518,37,98011,86,551,29,272
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020506,R.A. NORTE,2408102035,Redinha,1,1,415,1471,3,54,3,467,55,300733,53,572,37,308180,555
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,258,847,3,28,2,37,5002,83,21307479,15,5121,94,379
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,277,1063,3,84,3,1,5655,46,41830304,86,5823,65,385
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,225,845,3,76,2,88,3188,92,9690509,77,3217,52,321
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,383,1232,3,22,2,78,4134,36,18742515,87,4563,28,546
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,264,926,3,51,2,63,6066,32,55500636,79,6066,32,375
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,355,1166,3,28,2,33,6002,23,24090691,33,6212,22,520
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,242,607,2,51,1,6,4443,29,12543624,95,4865,5,359
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,377,1312,3,48,2,87,3372,86,18610045,89,3502,95,520
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,226,734,3,25,3,31,2956,72,11789710,29,3182,11972021,320
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,1,313,899,2,87,2,21,1379,9,2586433,64,1576,31,461
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,321,1033,3,22,2,18,3361,62,14085032,39,3537,97,460
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,1,291,980,3,37,3,36,1536,75,4083079,19,1614,42,421
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,321,1056,3,29,2,89,3244,69,12545973,61,3317,3,465
2,4081E+14,2,Região Nordeste,24,Rio Grande do Norte,2404,Leste Potiguar,24018,Natal,8,RM Natal,2408102,NATAL,240810205,NATAL,24081020507,R.A. SUL,2408102017,Lagoa Nova,1,0,298,906,3,4,3,51,1687,55,7155254,94,1740,1,428
